original_idx,comment,type_of_hate,target_of_hate,severity_of_hate,silver_explanation,source,verified,verification_status,notes
13290,ওই বিএনপি জামাত আর কোনোদিন বাংলাদেশের মানুষের ভাগ্য নিয়ে ছিনিমিনি খেলতে পারবেনা ইনশাআল্লাহ জামাত বিএনপি নিপাত যাক দেশের মানুষ মুক্তি পাক,Political Hate,Organization,Severe,"মন্তব্যটিতে ""বিএনপি"", ""জামাত"" উল্লেখ করে রাজনৈতিক বিদ্বেষ প্রকাশ করা হয়েছে। নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে লক্ষ্য করে এই তীব্র ও গুরুতর মাত্রার রাজনৈতিক ঘৃণামূলক বক্তব্য।",rule-contextual,False,pending,
1397,মাদার অফ মাফিয়া জুতা বৃষ্টি দরকার ছিল,Abusive,Individual,Mild,"এই মন্তব্যের ভাষা ও সুর আক্রমণাত্মক এবং অবমাননাকর, যা একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মাঝারি মাত্রার গালিগালাজমূলক বক্তব্য হিসেবে চিহ্নিত।",rule-contextual,False,pending,
27550,শতভাগের বেশি কিভাবে দেওয়া যায় গাঁজাখুরি দেশের অপদার্থ ক্রিকেটদল সবচেয়ে বড় গাঁজাখোর সাংবাদিকমহল,,,Little to None,এটি একটি নিরপেক্ষ মন্তব্য যেখানে কাউকে লক্ষ্য করে কোনো অবমাননাকর বা বৈষম্যমূলক ভাষা ব্যবহার করা হয়নি।,rule-based,False,pending,
29276,এটিকে বানিজ্যিক ভাবে কাজে লাগাতে পারলে দেশের মানুষের উপকার হতো,,,Little to None,"এই মন্তব্যে কোনো আপত্তিকর, অশ্লীল বা ঘৃণাজনক বিষয়বস্তু নেই এবং এটি স্বাভাবিক আলোচনার অংশ।",rule-based,False,pending,
14236,বাজপাখির টিমের কোনো খেলোয়াড়ের নাম শুনলাম নাএই নিউজ ভুয়া,Abusive,Organization,Little to None,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে মৃদু বা গৌণ মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
8703,তো এটা জেনে আমাদের কি লাভ সেটা একটু বলা উচিত না সময় টিভির নিজের দেশের নেতাদের প্রেমিকা অবৈধ বৌ এর অভাব নাই অন্য দেশ নিয়ে মাতামাতি,Abusive,Organization,Mild,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে মাঝারি মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
4673,প্রাণী সম্পদ বিভাগের ডাক্তার কি বলতে চেয়েছিলেন বুঝেছেন কেউ,,,Little to None,"এই মন্তব্যে কোনো ঘৃণামূলক, আক্রমণাত্মক বা বৈষম্যমূলক ভাষা নেই, তাই এটি স্বাভাবিক মন্তব্য হিসেবে শ্রেণিবদ্ধ।",rule-based,False,pending,
31742,সবাই জানাশোনা বেহেশত কিনতে চায় এখন কতো বিশেষণেই বিশেষায়িত করবেন এখন এতো গালগপ্পো প্রশংসা চুমাচুমি এতোদিন এদের সংগ্রামের দিনগুলোতে কোথায় ছিলেন পারেনও আপনারা,Abusive,Community,Mild,এই মন্তব্যে অশ্লীল ও কুরুচিপূর্ণ ভাষা ব্যবহার করে একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে মাঝারি মাত্রার আপত্তিকর বক্তব্য প্রকাশ করা হয়েছে।,rule-contextual,False,pending,
5735,আমি দোয়া করি কুওা লীগ যাতে আরও দেড়শ বছর কমতায় থাকে মিয়ানমার থেকে রোহিংগা তো আমাদের দেশে থাকতে পারছে আমরা কি যাই,Political Hate,Organization,Mild,"নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে বিরুদ্ধে ""লীগ"" এর মতো রাজনৈতিক বিদ্বেষমূলক শব্দ ব্যবহার করা হয়েছে। এটি মাঝারি মাত্রার রাজনৈতিক ঘৃণা প্রকাশ করে।",rule-contextual,False,pending,
14863,যখন বিএনপি জাতীয় পার্টি ক্ষমতায় ছিলো তখন চাউলের কেজি আর তেলের কেজি কত ছিলো আর আপনার আমলে কত এটা হিসাব মিলালে আপনার জবাব আপনি পেয়ে যাবেন,Political Hate,Organization,Little to None,"মন্তব্যটিতে ""বিএনপি"", ""ক্ষমতা"" উল্লেখ করে রাজনৈতিক বিদ্বেষ প্রকাশ করা হয়েছে। নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে লক্ষ্য করে এই মৃদু বা গৌণ মাত্রার রাজনৈতিক ঘৃণামূলক বক্তব্য।",rule-contextual,False,pending,
31023,এদের অপোপ্রচারে দেশে এবং বিদেশে বাংলা দেশের ভাব মুর্তি খারাপ করছে,,,Little to None,এটি একটি নিরপেক্ষ মন্তব্য যেখানে কাউকে লক্ষ্য করে কোনো অবমাননাকর বা বৈষম্যমূলক ভাষা ব্যবহার করা হয়নি।,rule-based,False,pending,
9134,রাশিয়ার মানুষ পুতিন কে পছন্দ করে এটাই পশ্চিমারা সহ্য করতে পারে না অনেক চেষ্টা করতেছে পুতিনকে নামিয়ে রাশিয়া ধ্বংস করে দেয়ার পুতিনকে নামাতে পারলেই রাশিয়ার সম্পদ পশ্চিমা এলিটদের হাতে চলে যাবে,Political Hate,Society,Mild,"মন্তব্যকারী ""ধ্বংস"", ""মারা"" এর প্রসঙ্গে সমাজ বা জাতিকে সম্পর্কে মাঝারি মাত্রার রাজনৈতিক বিদ্বেষ ও ঘৃণা প্রকাশ করেছেন।",rule-contextual,False,pending,
4326,আসল কারাগারে জাইয়া দেখ কেমন লাগেখাবার খাইবা দুরের কথা কান্না করে ওই শেষ করতে পারবা না,Abusive,,Little to None,এই বক্তব্যে ব্যবহৃত ভাষা ও দৃষ্টিভঙ্গি সাধারণভাবে মৃদু বা গৌণ মাত্রার গালিগালাজমূলক মন্তব্য প্রকাশ করে।,rule-contextual,False,pending,
25994,হুম নাটক আহারে কি আবেগ রে দেশটা কারো বাবার নাহ,,,Little to None,"এই মন্তব্যে কোনো আপত্তিকর, অশ্লীল বা ঘৃণাজনক বিষয়বস্তু নেই এবং এটি স্বাভাবিক আলোচনার অংশ।",rule-based,False,pending,
7091,মিথ্যা কে সত্যি বলে প্রতিষ্ঠিত করতে চায় বিরোধী মত দল বলতে কিছু রাখছেন,Abusive,Individual,Severe,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে তীব্র ও গুরুতর মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
34264,ধিক্কার জানাই মুসলিম বিশ্বের বিশ্ব মুসলিম নেতাদের,Religious Hate,Society,Mild,"মন্তব্যটিতে ""মুসলিম"" উল্লেখ করে ধর্মীয় বিদ্বেষ প্রকাশ করা হয়েছে। সমাজ বা জাতিকে লক্ষ্য করে এটি মাঝারি মাত্রার সাম্প্রদায়িক ঘৃণামূলক বক্তব্য।",rule-contextual,False,pending,
32834,এই মেরুদণ্ডহীন অকার্যকর নির্বাচন কমিশনার দিয়ে সুষ্ঠু নির্বাচন সম্ভব হবে না একমাত্র প্রয়োজন তত্ত্বাবধার সরকার ছাড়া কোন বিকল্প নেই,Political Hate,Organization,Severe,"রাজনৈতিক প্রেক্ষাপটে ""সরকার"", ""নির্বাচন"" ব্যবহার করে নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে প্রতি বিদ্বেষ প্রকাশ এই মন্তব্যকে তীব্র ও গুরুতর মাত্রার রাজনৈতিক ঘৃণামূলক বক্তব্য করে তোলে।",rule-contextual,False,pending,
7200,উড়ছে লুঙ্গী লাগছে বেস বাল ছিড়লো বাংলাদেশ কলা মামনি কলা খাও নাইজেরিয়ান ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া ভুয়া,Abusive,Society,Severe,"মন্তব্যটিতে ""বাল"" এর মতো অশ্লীল ও কুরুচিপূর্ণ ভাষা ব্যবহার করে সমাজ বা জাতিকে আক্রমণ করা হয়েছে। এটি তীব্র ও গুরুতর মাত্রার অশ্লীল বক্তব্য।",rule-contextual,False,pending,
27754,বাঘের মতো গর্জে ওঠো পুতিন আমেরিকা ইউরোপ কে তামা তামা করে দাও,Political Hate,Individual,Mild,রাজনৈতিক বিষয়ে একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মাঝারি মাত্রার বিদ্বেষপূর্ণ মনোভাব এই মন্তব্যে স্পষ্ট।,rule-contextual,False,pending,
14527,জো বাইডেনই শুধু আপনার বন্ধু থাকবে আর কাউকে বন্ধু হিসেবে পাবেন না,,,Little to None,এটি একটি নিরপেক্ষ মন্তব্য যেখানে কাউকে লক্ষ্য করে কোনো অবমাননাকর বা বৈষম্যমূলক ভাষা ব্যবহার করা হয়নি।,rule-based,False,pending,
12724,আলহামদুলিল্লাহ ভুয়া আল্লাহ ফাকের রহমতে এই সুন্দর ঘটনাটা ঘটলো,Religious Hate,Community,Severe,ধর্ম ও সম্প্রদায় সম্পর্কে একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে তীব্র ও গুরুতর মাত্রার বিদ্বেষপূর্ণ মনোভাব এই মন্তব্যে প্রকাশিত।,rule-contextual,False,pending,
842,ভারতকে কিছুু রাখার দরকার ছিলো জারুদেয়া লাগবেনা,,,Little to None,এই বাক্যে কোনো ঘৃণামূলক শব্দ বা আক্রমণাত্মক প্রকাশ নেই এবং এটি সাধারণ মতামত প্রকাশ করে।,rule-based,False,pending,
27796,নেতাদের নেতা মোদীজি,,,Little to None,"মন্তব্যটিতে কোনো নির্দিষ্ট ব্যক্তি, গোষ্ঠী বা সম্প্রদায়ের বিরুদ্ধে ঘৃণা বা বিদ্বেষ প্রকাশ পায়নি।",rule-based,False,pending,
26280,আবার উন্নয়ন হবে,,,Little to None,"মন্তব্যটিতে কোনো নির্দিষ্ট ব্যক্তি, গোষ্ঠী বা সম্প্রদায়ের বিরুদ্ধে ঘৃণা বা বিদ্বেষ প্রকাশ পায়নি।",rule-based,False,pending,
13563,গোপালভাড় নিজেদের পালানোর পথ খুঁজেক,,,Little to None,এটি একটি নিরপেক্ষ মন্তব্য যেখানে কাউকে লক্ষ্য করে কোনো অবমাননাকর বা বৈষম্যমূলক ভাষা ব্যবহার করা হয়নি।,rule-based,False,pending,
32295,তুই কেমনে জানোস ঐ মাদারচোদ তোরা জরিত তুর মারে চুদি আকাম তুরা করে বিএনপির নাম দেছ,Abusive,Individual,Severe,"মন্তব্যটিতে ""বিএনপি"" এর মতো অশ্লীল ও কুরুচিপূর্ণ ভাষা ব্যবহার করা হয়েছে। এটি একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে তীব্র ও গুরুতর মাত্রার বক্তব্য।",rule-contextual,False,pending,
13358,আওয়ামিলিগ এই জানওয়ারার এই কাজ করেচে,Political Hate,Organization,Little to None,রাজনৈতিক বিষয়ে একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে মৃদু বা গৌণ মাত্রার বিদ্বেষপূর্ণ মনোভাব এই মন্তব্যে স্পষ্ট।,rule-contextual,False,pending,
2720,কি তামাশা করছে ক্ষমতায় রাখার জন্য এই সরকারকে,Political Hate,Organization,Little to None,"মন্তব্যটিতে ""সরকার"", ""ক্ষমতা"" উল্লেখ করে রাজনৈতিক বিদ্বেষ প্রকাশ করা হয়েছে। নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে লক্ষ্য করে এই মৃদু বা গৌণ মাত্রার রাজনৈতিক ঘৃণামূলক বক্তব্য।",rule-contextual,False,pending,
5568,নেটো অনেক আগ থেকে সেনা পস্তুত করে রেখেছেমসার সাথে যোদ্ধা করবে বলে,,,Little to None,"মন্তব্যটিতে কোনো নির্দিষ্ট ব্যক্তি, গোষ্ঠী বা সম্প্রদায়ের বিরুদ্ধে ঘৃণা বা বিদ্বেষ প্রকাশ পায়নি।",rule-based,False,pending,
22474,লোক পুলিশ দিয় দোরাস কেনো পাগোল,Abusive,Individual,Mild,"এই মন্তব্যের ভাষা ও সুর আক্রমণাত্মক এবং অবমাননাকর, যা একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মাঝারি মাত্রার গালিগালাজমূলক বক্তব্য হিসেবে চিহ্নিত।",rule-contextual,False,pending,
23528,যুক্তরাষ্ট্রের সেনারা বিবেক হীন,Political Hate,Community,Mild,রাজনৈতিক বিষয়ে একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে মাঝারি মাত্রার বিদ্বেষপূর্ণ মনোভাব এই মন্তব্যে স্পষ্ট।,rule-contextual,False,pending,
17249,পতিতা মাগী সাংবাদিক তোরা তোদের গুদ দুধ রাস্তার কুকুর দের দেখাস পতিতা বৃত্তি করছিস কুকুর মাগি তোরা তাদের খাবার কস্টো হলেও আল্লাহর আইন কে মেনে নিবে তারা,Abusive,Individual,Severe,"এই বক্তব্যে নির্দিষ্ট ব্যক্তিকে প্রতি ""মাগী"", ""গু"" এর মতো অশ্লীল শব্দচয়ন এটিকে তীব্র ও গুরুতর মাত্রার কুরুচিপূর্ণ মন্তব্য হিসেবে চিহ্নিত করে।",rule-contextual,False,pending,
3327,যুক্তরাষ্ট্রকে বাংলাদেশ থেকে জুতা মেরে বের করে দেওয়া হোক,Abusive,Society,Severe,এই বক্তব্যে ব্যবহৃত ভাষা ও দৃষ্টিভঙ্গি সামগ্রিকভাবে সমাজ বা জাতির বিরুদ্ধে তীব্র ও গুরুতর মাত্রার গালিগালাজমূলক মন্তব্য প্রকাশ করে।,rule-contextual,False,pending,
5465,কাদিরা ভালা হই যা,,,Little to None,"এই মন্তব্যে কোনো ঘৃণামূলক, আক্রমণাত্মক বা বৈষম্যমূলক ভাষা নেই, তাই এটি স্বাভাবিক মন্তব্য হিসেবে শ্রেণিবদ্ধ।",rule-based,False,pending,
4744,সাকিব বিসিবিকে বাল বলেও কিছু মনে করে না যেমন বোর্ড তেমন খেলোয়াড়,Abusive,Individual,Severe,"এই মন্তব্যে ""বাল"" জাতীয় অশ্লীল শব্দ ব্যবহার করে নির্দিষ্ট ব্যক্তিকে অবমাননা করা হয়েছে, যা তীব্র ও গুরুতর মাত্রার কুরুচিপূর্ণ ভাষা নির্দেশ করে।",rule-contextual,False,pending,
20986,মিনি মাছের মত মিনমিন্ করে এখনও রাজনীতি করতে চান,Abusive,Individual,Mild,"এই মন্তব্যের ভাষা ও সুর আক্রমণাত্মক এবং অবমাননাকর, যা একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মাঝারি মাত্রার গালিগালাজমূলক বক্তব্য হিসেবে চিহ্নিত।",rule-contextual,False,pending,
25953,কর আরো রাশিয়া লগে জাউরামি সালারা,Abusive,Community,Mild,এই বক্তব্যে ব্যবহৃত অশ্লীল ভাষা একটি সম্প্রদায় বা গোষ্ঠীর বিরুদ্ধে মাঝারি মাত্রার কুরুচিপূর্ণ মন্তব্য নির্দেশ করে।,rule-contextual,False,pending,
21705,বাপে আওয়ামীলীগ করে পোলার সেই পাওয়ার,Abusive,Individual,Little to None,"মন্তব্যটিতে ""লীগ"" এর মতো আক্রমণাত্মক ও গালিগালাজমূলক ভাষা ব্যবহার করা হয়েছে। এটি একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মৃদু বা গৌণ মাত্রার বক্তব্য।",rule-contextual,False,pending,
4704,ভারতকে হারাবে বাংলাদেশবাংলাদেশ কি দিনেরবেলাতেও স্বপ্ন দেখেআজব পাগলের দেশরে বাবাশোনেও হাঁসি পাচ্ছে,Abusive,Society,Little to None,"মন্তব্যটিতে ""পাগল"" এর মতো আক্রমণাত্মক ভাষা ব্যবহার করে সমাজ বা জাতিকে লক্ষ্য করা হয়েছে। এটি মৃদু বা গৌণ মাত্রার গালিগালাজমূলক বক্তব্য।",rule-contextual,False,pending,
14921,মানুষের জীবন আপার পেটিকোটে আপা এটাই চাচ্ছেমানবাধিকার লঙ্ঘন বলতে যে কিছউ আছে তা বাংলাদেশে থাকলে বুঝা যায় নাএগুলা কি জাতিসংঘ বা অন্যান্য সংস্থা দেখে নাছি বাংলাদেশ,Abusive,Society,Little to None,এই বক্তব্যে ব্যবহৃত ভাষা ও দৃষ্টিভঙ্গি সামগ্রিকভাবে সমাজ বা জাতির বিরুদ্ধে মৃদু বা গৌণ মাত্রার গালিগালাজমূলক মন্তব্য প্রকাশ করে।,rule-contextual,False,pending,
32061,ঋণ দেবে জাপান ঋণ পরিশোধ করবে জনগণ আর সুবিধা ভোগ করবে ভারত বাংলাদেশের স্বাধীনতা ও সার্বভৌমত্বের উপর চরম আঘাত,Political Hate,,Little to None,এই মন্তব্যে রাজনৈতিক প্রেক্ষাপটে সাধারণভাবে মৃদু বা গৌণ মাত্রার বিদ্বেষ ও ঘৃণা প্রকাশ করা হয়েছে।,rule-contextual,False,pending,
2406,আর্মি এভিয়েশনে কিভাবে জয়েন করে,,,Little to None,"এই মন্তব্যে কোনো ঘৃণামূলক, আক্রমণাত্মক বা বৈষম্যমূলক ভাষা নেই, তাই এটি স্বাভাবিক মন্তব্য হিসেবে শ্রেণিবদ্ধ।",rule-based,False,pending,
14245,আমার যাওয়ার সময় হলো দাও বিদায়,,,Little to None,"মন্তব্যটিতে কোনো নির্দিষ্ট ব্যক্তি, গোষ্ঠী বা সম্প্রদায়ের বিরুদ্ধে ঘৃণা বা বিদ্বেষ প্রকাশ পায়নি।",rule-based,False,pending,
28386,কিভাবে দেশের একজন প্রদান মন্ত্রী এভাবে মিথ্যা কথা বলতে পারে,Abusive,Individual,Mild,"এই মন্তব্যের ভাষা ও সুর আক্রমণাত্মক এবং অবমাননাকর, যা একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মাঝারি মাত্রার গালিগালাজমূলক বক্তব্য হিসেবে চিহ্নিত।",rule-contextual,False,pending,
6880,কম বা বেশি হোক টাকা চুরি হবে কেন বিশ্বে তারা দেশের নাম উজ্জ্বল করেছে তার বিপরীতে এটা কি ঠিক হলো যে বা যারা এ কাজ করেছে তাদের মুখও দেশের মানুষের সামনে তুলে ধরা হোক,Abusive,Organization,Little to None,মন্তব্যটির সামগ্রিক সুর ও ভাষা একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে মৃদু বা গৌণ মাত্রার আক্রমণাত্মক বক্তব্য নির্দেশ করে।,rule-contextual,False,pending,
4244,ভিখারির বাচ্ছা রা খাই তো কুকুরের মাংস তারা খেলবে ফুটবল কাংলাদেশের নোংরা পাবলিক,Abusive,Community,Severe,"এই বক্তব্যে নির্দিষ্ট সম্প্রদায় বা গোষ্ঠীকে প্রতি ""নোংরা"" এর মতো আপত্তিকর শব্দচয়ন এটিকে তীব্র ও গুরুতর মাত্রার আক্রমণাত্মক মন্তব্য হিসেবে শ্রেণিবদ্ধ করে।",rule-contextual,False,pending,
8994,পাখির মত গুলি করে প্যালেসটিনিয়ানদের হত্যা করছে তারপরও মানবাধিকার সংস্থা গুলো ইসরাইলকে কিছু বলে না মানবাধিকার সংস্থা গুলো শুধু বাংলাদেশেই মানবাধিকার নিয়ে সোচ্চার,Political Hate,Organization,Little to None,মন্তব্যটি রাজনৈতিক ব্যক্তি বা দলের প্রতি একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে মৃদু বা গৌণ মাত্রার ঘৃণামূলক দৃষ্টিভঙ্গি প্রকাশ করে।,rule-contextual,False,pending,
19130,দুর্নীতিবাজ ও উগ্র সন্ত্রাসী আওয়ামী লীগ ১০ ডিসেম্বর সমাবেশ উপলক্ষে ঢাকায় আগত বিএনপির কর্মীদের ওপর গুরুতর আঘাত হানতে পারে তাই প্রত্যেককে জীবন রক্ষাকারী সরঞ্জাম সাথে নিয়ে আসা উচিত,Political Hate,Organization,Severe,"মন্তব্যকারী ""আওয়ামী"", ""বিএনপি"", ""লীগ"" এর প্রসঙ্গে নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে সম্পর্কে তীব্র ও গুরুতর মাত্রার রাজনৈতিক বিদ্বেষ ও ঘৃণা প্রকাশ করেছেন।",rule-contextual,False,pending,
8482,এই বর্তমান আওয়ামীলীগ সরকার ইসলাম কে খুব একটা গুরুত্ব দেয়না এটা তার কার্যকলাপের উপরই প্রমাণিত হয় যেটা বাংলাদেশের সংখ্যাগরিষ্ঠ মুসলমানদের জন্য কলঙ্কজনক,Political Hate,Organization,Mild,"এই মন্তব্যে ""সরকার"", ""লীগ"" সম্পর্কিত রাজনৈতিক ঘৃণা প্রকাশ পেয়েছে যেখানে নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে আক্রমণের লক্ষ্যবস্তু। তীব্রতা মাঝারি মাত্রার।",rule-contextual,False,pending,
21198,বিশ্বের অযোগ্য ও কম ক্ষমতাধর নেতা জো বাইডেন,Abusive,Individual,Mild,"মন্তব্যটিতে ""অযোগ্য"" এর মতো আক্রমণাত্মক ভাষা ব্যবহার করে নির্দিষ্ট ব্যক্তিকে লক্ষ্য করা হয়েছে। এটি মাঝারি মাত্রার গালিগালাজমূলক বক্তব্য।",rule-contextual,False,pending,
27043,গমরুল মাদারী মাদারী চ্যানেলে মাফিয়া সংবাদ,Abusive,Individual,Severe,মন্তব্যটিতে একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে তীব্র ও গুরুতর মাত্রার অশ্লীল শব্দচয়ন ও কুরুচিপূর্ণ ভাষা ব্যবহার করা হয়েছে।,rule-contextual,False,pending,
19552,সব যায়গায় রাজনীতি টানবেই এরা,Political Hate,Society,Mild,রাজনৈতিক বিষয়ে সামগ্রিকভাবে সমাজ বা জাতির বিরুদ্ধে মাঝারি মাত্রার বিদ্বেষপূর্ণ মনোভাব এই মন্তব্যে স্পষ্ট।,rule-contextual,False,pending,
22750,বাকি আছে রিকশা আলা জজ আলুর কেজি ৬০ ডিমের হালি ৬০,,,Little to None,"এই মন্তব্যে কোনো আপত্তিকর, অশ্লীল বা ঘৃণাজনক বিষয়বস্তু নেই এবং এটি স্বাভাবিক আলোচনার অংশ।",rule-based,False,pending,
2422,নুর জাহানশাহজাহান অনেক অনেক অপকর্মের সাক্ষী,Abusive,Individual,Little to None,এই বক্তব্যে ব্যবহৃত ভাষা ও দৃষ্টিভঙ্গি একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মৃদু বা গৌণ মাত্রার গালিগালাজমূলক মন্তব্য প্রকাশ করে।,rule-contextual,False,pending,
20780,শিরক হচ্ছে নাতো,Abusive,,Little to None,এই বক্তব্যে ব্যবহৃত ভাষা ও দৃষ্টিভঙ্গি সাধারণভাবে মৃদু বা গৌণ মাত্রার গালিগালাজমূলক মন্তব্য প্রকাশ করে।,rule-contextual,False,pending,
33531,দেশের টেক্স টাকা দিয়ে ভোগবিলাস আনন্দ উৎসব করে ন খাওয়া জন্য গরীব মানুষ আত্মহত্যা করে দেশের জনগণ মাছ মাংস দলের কথা ডাল ভাত খেতে পারেনা,Abusive,Organization,Mild,"এই মন্তব্যের ভাষা ও সুর আক্রমণাত্মক এবং অবমাননাকর, যা একটি সংগঠন বা প্রতিষ্ঠানের বিরুদ্ধে মাঝারি মাত্রার গালিগালাজমূলক বক্তব্য হিসেবে চিহ্নিত।",rule-contextual,False,pending,
354,আমরা কিছু ভয় করি না আমাদের আছে হাসু আপা আরো আছে কুত্তালীগ,Political Hate,Individual,Severe,"নির্দিষ্ট ব্যক্তিকে বিরুদ্ধে ""লীগ"", ""কুত্তা"" এর মতো রাজনৈতিক বিদ্বেষমূলক শব্দ ব্যবহার করা হয়েছে। এটি তীব্র ও গুরুতর মাত্রার রাজনৈতিক ঘৃণা প্রকাশ করে।",rule-contextual,False,pending,
24872,জনগনকে বোকা বানিয়ে বেশি দূর আগাতে পারবেন না,Abusive,Organization,Little to None,"মন্তব্যকারী ""বোকা"" ব্যবহার করে নির্দিষ্ট সংগঠন বা প্রতিষ্ঠানকে আক্রমণ করেছেন। ভাষার তীব্রতা মৃদু বা গৌণ মাত্রার বলে প্রতীয়মান।",rule-contextual,False,pending,
12787,রাম ছাগল হাসলে ভুগলবিরু,,,Little to None,এটি একটি নিরপেক্ষ মন্তব্য যেখানে কাউকে লক্ষ্য করে কোনো অবমাননাকর বা বৈষম্যমূলক ভাষা ব্যবহার করা হয়নি।,rule-based,False,pending,
17641,আরে ভাই গার্লস স্কুলের সিকিউরিটি মহিলা কে যদি ম্যাডাম বলতে হয় সেখানে ইনি তো ডাক্তার ম্যাডাম বলাই বাহুল্য,Gender Hate,Individual,Mild,"এই মন্তব্যে ""মহিলা"" সম্পর্কিত লিঙ্গভিত্তিক বৈষম্য প্রকাশ পেয়েছে যেখানে নির্দিষ্ট ব্যক্তিকে আক্রমণের লক্ষ্যবস্তু। তীব্রতা মাঝারি মাত্রার।",rule-contextual,False,pending,
33872,তাদের পরীক্ষা দেওয়ার ব্যবস্থা করা হলো খুব ভালো হতো,,,Little to None,"এই মন্তব্যে কোনো আপত্তিকর, অশ্লীল বা ঘৃণাজনক বিষয়বস্তু নেই এবং এটি স্বাভাবিক আলোচনার অংশ।",rule-based,False,pending,
5363,সময় চ্যানেলের দৃষ্টি আকর্ষণ করছি বঙ্গবন্ধু বানানটি সংশোধন করুন,,,Little to None,"মন্তব্যটিতে কোনো নির্দিষ্ট ব্যক্তি, গোষ্ঠী বা সম্প্রদায়ের বিরুদ্ধে ঘৃণা বা বিদ্বেষ প্রকাশ পায়নি।",rule-based,False,pending,
24200,ভাই ভুজা ভালো বেশি ভুজা ভালো না অন্যায় করে কেউ কোনদিন শান্তি পায় নাই,,,Little to None,"মন্তব্যটিতে কোনো গালিগালাজ, বিদ্বেষ বা আপত্তিকর বিষয়বস্তু পাওয়া যায়নি বলে এটি নিরপেক্ষ মন্তব্য।",rule-based,False,pending,
13820,বাংলাদেশ একটা ব্যার্থ ক্রিকেট টিম বিশ্বদরবারে প্রোতিযোগীতা করার কোন প্লেয়াড় নেই বলার নেই ব্যাটম্যান নেই বাংলাদেশ গত ২৫বছর আগের অবস্থানে আছে এখনো বাংলাদেশ ক্রিকেটবোর্ডের কোন চমক নেই সফলতা নেই বাংলাদেশ বরাবরই প্রতিপক্ষের দূভাগ্যের সুযোগ নিতেমুখিয়ে থাকে বাংলাদেশ প্রতিপক্ষ যেদিন খারাপ খেলে সে দিন ভালো খেলে পাপন্দা হাসিনার মতন রাজতন্ত্র বানিয়ে ক্রিকেটবোর্ড টাকে শুধু চুষে খাচ্ছে,Abusive,Community,Mild,"এই মন্তব্যে ""খারাপ"" শব্দ ব্যবহার করে নির্দিষ্ট সম্প্রদায় বা গোষ্ঠীকে অবমাননা করা হয়েছে, যা মাঝারি মাত্রার আক্রমণাত্মক ভাষা নির্দেশ করে।",rule-contextual,False,pending,
17534,শ্রমিকদের উচিত কাজ না করে গারর্মেন্স এ চাকরি করা,,,Little to None,"এই মন্তব্যে কোনো আপত্তিকর, অশ্লীল বা ঘৃণাজনক বিষয়বস্তু নেই এবং এটি স্বাভাবিক আলোচনার অংশ।",rule-based,False,pending,
21338,দিপু মনির মুখে একটু মাল খিচে দিতে চায়,Gender Hate,Individual,Mild,এই বক্তব্যে লিঙ্গ বৈষম্যমূলক ভাষা ব্যবহার করে একটি নির্দিষ্ট ব্যক্তির বিরুদ্ধে মাঝারি মাত্রার যৌনতাবাদী মনোভাব প্রকাশ করা হয়েছে।,rule-contextual,False,pending,
